,vertical_column_troposphere,day
0,5.966938688443177,2023-08-02
0,5.567823480962333,2023-08-04
0,3.963711048677433,2023-08-05
0,3.6830255078516094,2023-08-06
0,3.663781635188701,2023-08-07
0,3.981991597623101,2023-08-08
0,3.379980566585814,2023-08-09
0,4.129818755683981,2023-08-11
0,4.114134901896461,2023-08-12
0,7.50045758208945,2023-08-15
0,6.746799715721512,2023-08-16
0,5.225357347379706,2023-08-17
0,5.799440585348362,2023-08-18
0,5.456239399677127,2023-08-19
0,7.514148371964118,2023-08-20
0,6.331639217512238,2023-08-21
0,6.877796604956429,2023-08-22
0,4.425915971511676,2023-08-23
0,6.945457094514186,2023-08-25
0,7.972136433173446,2023-08-26
0,6.420348031349166,2023-08-27
0,10.890195057480966,2023-08-28
0,15.314710243399073,2023-08-29
0,5.558703410008963,2023-08-30
0,9.008473961144034,2023-08-31
0,9.273778053618482,2023-09-01
0,8.88378595242639,2023-09-02
0,10.10365769923746,2023-09-03
0,14.297343149404272,2023-09-04
0,6.85752439770491,2023-09-05
0,6.381388762567358,2023-09-06
0,14.793964555310671,2023-09-07
0,4.88027551230009,2023-09-09
0,5.271984681722356,2023-09-10
0,8.714390665115127,2023-09-11
0,7.582642730982048,2023-09-12
0,12.068145719748344,2023-09-13
0,7.803400880836306,2023-09-14
0,7.601394019051503,2023-09-15
0,11.469470743693226,2023-09-16
0,5.358245558563631,2023-09-17
0,5.257331591051702,2023-09-18
0,6.091691541807024,2023-09-19
0,5.685331748042171,2023-09-20
0,6.201452312150615,2023-09-21
0,8.011952713411938,2023-09-22
0,9.780481866751682,2023-09-23
0,58.52697429385764,2023-09-24
0,12.262866454208826,2023-09-25
0,8.582412586202864,2023-09-26
0,6.929298610149424,2023-09-27
0,10.527553162874295,2023-09-28
0,5.992840232239195,2023-09-29
0,5.124186750214078,2023-09-30
0,5.621458839709049,2023-10-01
0,5.610939444628435,2023-10-02
0,8.224402158141686,2023-10-03
0,5.906102214281661,2023-10-04
0,8.707469750930157,2023-10-05
0,10.319695722102573,2023-10-06
0,5.683607429829429,2023-10-07
0,5.373278052489124,2023-10-08
0,9.361922095126445,2023-10-09
0,21.67743608524222,2023-10-10
0,23.84719180714183,2023-10-11
0,5.46170703899158,2023-10-12
0,8.846823586795335,2023-10-13
0,5.23228735708012,2023-10-14
0,6.152964930771622,2023-10-15
0,4.863702991903089,2023-10-16
0,5.129165189750788,2023-10-17
0,6.678323782403913,2023-10-18
0,6.904472012890156,2023-10-19
0,4.605478742228398,2023-10-20
0,6.714509504749071,2023-10-21
0,10.096868454893661,2023-10-22
0,11.612901226462967,2023-10-23
0,7.149364564058249,2023-10-24
0,6.208438207337046,2023-10-25
0,8.198480833705718,2023-10-26
0,7.714571281355992,2023-10-27
0,6.795876480148435,2023-10-28
0,6.461443763481168,2023-10-29
0,13.709739679260547,2023-10-30
0,9.980733020011174,2023-10-31
0,4.339285510802608,2023-11-01
0,6.414010041118011,2023-11-02
0,5.048072830117231,2023-11-03
0,5.531515349351072,2023-11-04
0,6.199687482690577,2023-11-05
0,8.063387458517578,2023-11-06
0,5.008415673451888,2023-11-07
0,5.387917258248483,2023-11-08
0,8.534411253573095,2023-11-09
0,17.15419057195921,2023-11-10
0,11.97351793797285,2023-11-11
0,9.579614677466576,2023-11-12
0,26.832087086456674,2023-11-13
0,10.234274134855022,2023-11-14
0,6.098114661369768,2023-11-15
0,5.025315386398159,2023-11-16
0,15.05900627086312,2023-11-17
0,6.681720548865557,2023-11-18
0,7.958727024706111,2023-11-19
0,11.342917685583632,2023-11-20
0,13.262815138121622,2023-11-21
0,5.786450717125196,2023-11-22
0,37.75117979786624,2023-11-23
0,13.03930082172219,2023-11-24
0,7.161213690609304,2023-11-25
0,22.880625516497613,2023-11-26
0,6.260637554007779,2023-11-27
0,4.70272004161945,2023-11-28
0,11.309219402927898,2023-11-29
0,50.59652369338796,2023-11-30
0,6.942421564730372,2023-12-01
0,8.891721695764977,2023-12-02
0,9.65349354786198,2023-12-03
0,7.160935912975175,2023-12-04
0,4.154235218076405,2023-12-05
0,4.466338652044649,2023-12-06
0,9.916710317982186,2023-12-07
0,11.496374977507978,2023-12-08
0,4.130471856878635,2023-12-09
0,4.759361963416258,2023-12-10
0,7.581529173692328,2023-12-11
0,6.757909609790276,2023-12-12
0,4.721873492094125,2023-12-13
0,5.857988919271679,2023-12-14
0,8.19273017665619,2023-12-15
0,26.41143334707239,2023-12-16
0,4.18248896142916,2023-12-17
0,7.881569284584641,2023-12-18
0,9.632696180707836,2023-12-19
0,9.240405898572863,2023-12-20
0,9.581422442545454,2023-12-21
0,12.408466917564178,2023-12-22
0,6.309432025996458,2023-12-23
0,24.019167354669815,2023-12-24
0,6.107263001869409,2023-12-25
0,4.243315184209676,2023-12-26
0,7.390203375470329,2023-12-27
0,7.498824729594514,2023-12-28
0,7.584652924015239,2023-12-29
0,8.564356638547945,2023-12-30
0,7.577269766307459,2023-12-31
0,10.27899942086161,2024-01-01
0,7.092069595396523,2024-01-02
0,7.064165213451289,2024-01-03
0,7.712385219355499,2024-01-04
0,112.70974705471299,2024-01-05
0,8.922346599545579,2024-01-06
0,3.9679855484794535,2024-01-07
0,129.40312481256385,2024-01-08
0,5.952833823822095,2024-01-09
0,7.471575318689493,2024-01-10
0,9.974858934465056,2024-01-11
0,5.509692447266382,2024-01-12
0,5.078216808647367,2024-01-13
0,11.050294841564199,2024-01-14
0,11.49444211274172,2024-01-15
0,5.048793271292335,2024-01-16
0,8.750992161058628,2024-01-17
0,10.131807240524768,2024-01-18
0,6.047781396133096,2024-01-19
0,5.652992003354017,2024-01-20
0,9.238058540201374,2024-01-21
0,11.506722151613245,2024-01-22
0,13.873523388239496,2024-01-23
0,7.564660309304185,2024-02-01
0,10.186525287616503,2024-02-02
0,32.19201415375609,2024-02-03
0,9.22801145703502,2024-02-04
0,10.689984255717905,2024-02-05
0,7.017180023749607,2024-02-06
0,11.569061620697019,2024-02-07
0,13.865040136914441,2024-02-08
0,6.09800341323036,2024-02-09
0,5.981816190283477,2024-02-10
0,13.729351065254612,2024-02-11
0,7.328892261953524,2024-02-12
0,6.961329976577524,2024-02-13
0,11.782307566132072,2024-02-14
0,13.50772989242537,2024-02-15
0,14.141213924332153,2024-02-16
0,29.02736445386513,2024-02-17
0,5.26432456736909,2024-02-18
0,10.22011114864535,2024-02-19
0,7.459834627422569,2024-02-20
0,5.506143859939394,2024-02-21
0,3.7256610720724956,2024-02-22
0,6.270788292826553,2024-02-23
0,6.097226674788935,2024-02-24
0,9.567725831432696,2024-02-25
0,4.304709814824142,2024-02-26
0,3.9107818787021085,2024-02-27
0,12.925956482573696,2024-02-28
0,21.746740358572946,2024-02-29
0,32.81760567228394,2024-03-01
0,18.853767157828283,2024-03-02
0,7.665705425658741,2024-03-03
0,15.161112290903116,2024-03-04
0,25.10796984686516,2024-03-05
0,6.593596354740198,2024-03-06
0,12.181806653579534,2024-03-07
0,20.90913405422352,2024-03-08
0,9.0364677340776,2024-03-09
0,6.105015437761294,2024-03-10
0,12.871602216345856,2024-03-11
0,10.11767157857348,2024-03-12
0,8.432332831648855,2024-03-13
0,12.565419157678479,2024-03-14
0,18.98678852396297,2024-03-15
0,11.412204726633464,2024-03-16
0,99.74835372083845,2024-03-17
0,7.552734576003929,2024-03-18
0,6.443297673464736,2024-03-19
0,16.20749482268282,2024-03-20
0,106.53869063986934,2024-03-21
0,11.576080632337783,2024-03-22
0,4.093649563098859,2024-03-23
0,10.108984680378255,2024-03-24
0,7.814496539481918,2024-03-25
0,6.976886564660611,2024-03-26
0,9.149228932742503,2024-03-27
0,4.248270930425837,2024-03-28
0,8.942753520534641,2024-03-29
0,6.552755087766957,2024-03-30
0,6.147204451079516,2024-03-31
0,5.313581419462274,2024-04-01
0,4.682531887661224,2024-04-02
0,4.483278442350152,2024-04-03
0,6.523953577984374,2024-04-04
0,8.592828090792374,2024-04-05
0,8.256072746098125,2024-04-06
0,7.554998028896694,2024-04-07
0,13.753210971721932,2024-04-08
0,14.484884277527653,2024-04-09
0,36.55717760140427,2024-04-10
0,7.972240663959547,2024-04-11
0,5.387235981020963,2024-04-12
0,7.638534254113965,2024-04-13
0,4.614375536911234,2024-04-14
0,6.88928754599903,2024-04-15
0,6.180852955140941,2024-04-16
0,7.728588799496617,2024-04-17
0,7.847190131704504,2024-04-18
0,11.399366556262338,2024-04-19
0,15.158495832644954,2024-04-20
0,7.201042380083462,2024-04-21
0,6.822259739129847,2024-04-22
0,7.128095682391147,2024-04-23
0,8.637746273775434,2024-04-24
0,6.491194266363798,2024-04-25
0,5.536636591911934,2024-04-26
0,7.166587952871579,2024-04-27
0,8.680749435635002,2024-04-28
0,94.57659225357638,2024-04-29
0,5.76216447117857,2024-04-30
0,8.371987101248742,2024-05-01
0,22.47670917840124,2024-05-02
0,11.209616660561062,2024-05-03
0,9.931823567900736,2024-05-04
0,11.754991996033192,2024-05-05
0,4.026936130044942,2024-05-06
0,3.1131047393024587,2024-05-07
0,4.888870521419354,2024-05-08
0,5.276179139184551,2024-05-09
0,6.192002295583577,2024-05-10
0,7.312696936037641,2024-05-11
0,53.39098037761013,2024-05-12
0,45.57320120980875,2024-05-13
0,5.21656466793984,2024-05-14
0,7.072612132596219,2024-05-15
0,17.05140259559012,2024-05-16
0,16.631261738397836,2024-05-17
0,15.927407528204368,2024-05-18
0,6.05231768469636,2024-05-19
0,8.498647481574164,2024-05-20
0,6.063591919433624,2024-05-21
0,7.800120613419157,2024-05-22
0,6.662963673053957,2024-05-23
0,6.002270002446868,2024-05-24
0,5.048059469201617,2024-05-25
0,5.318882582612473,2024-05-26
0,7.010424491755472,2024-05-27
0,181.07211256726953,2024-05-28
0,24.106279559910504,2024-05-29
0,10.979210652188742,2024-05-30
0,31.320502166832576,2024-05-31
0,12.106147769278396,2024-06-01
0,6.333743856574341,2024-06-02
0,10.129024230451925,2024-06-03
0,3.9649310037975614,2024-06-04
0,11.288969880467608,2024-06-05
0,7.787146142013449,2024-06-06
0,5.634902286625523,2024-06-07
0,6.963642773830253,2024-06-08
0,7.762221352173362,2024-06-09
0,9.828488379892272,2024-06-10
0,7.915233365991986,2024-06-11
0,13.04345825503362,2024-06-12
0,11.827411252111096,2024-06-13
0,10.562272397117185,2024-06-14
0,7.520306979485416,2024-06-15
0,14.056216177702042,2024-06-16
0,19.323636006889636,2024-06-17
0,26.698246541859685,2024-06-18
0,10.008670479486327,2024-06-19
0,7.687284044067556,2024-06-20
0,9.999709283229967,2024-06-21
0,9.661090731002403,2024-06-22
0,9.483444081828887,2024-06-23
0,10.947402101478017,2024-06-24
0,14.298320531792925,2024-06-25
0,7.5585833128754,2024-06-26
0,7.664838830057855,2024-06-27
0,5.941121005013053,2024-06-28
0,4.531742446884846,2024-06-29
0,12.80116589062347,2024-06-30
0,10.16311622673858,2024-07-01
0,7.972736492413038,2024-07-02
0,6.282388362001756,2024-07-03
0,5.578339475245576,2024-07-04
0,9.821691632532648,2024-07-05
0,10.6884253424068,2024-07-06
0,22.23474056162822,2024-07-07
0,5.9547207435744,2024-07-08
0,6.551628767236979,2024-07-09
0,12.623316627739811,2024-07-10
0,39.61544032371542,2024-07-11
0,11.633407961575948,2024-07-12
0,12.368759425331808,2024-07-13
0,8.488857941847918,2024-07-14
0,13.01192413715245,2024-07-15
0,8.56887021366266,2024-07-16
0,10.63394220336276,2024-07-17
0,15.314031418417976,2024-07-18
0,11.87202938683391,2024-07-19
0,10.803077979905044,2024-07-20
0,17.768229420283017,2024-07-21
0,7.868965049791021,2024-07-22
0,13.861863215040378,2024-07-23
0,13.247749844642247,2024-07-25
0,22.27304465202694,2024-07-26
0,9.56694376170895,2024-07-27
0,8.662429019078662,2024-07-28
0,4.973283310728071,2024-07-29
0,5.355519363326026,2024-07-30
0,4.118129989023682,2024-07-31
0,7.266200842165746,2024-08-01
0,7.123204926721354,2024-08-02
0,36.50116216742067,2024-08-03
0,10.527544883707835,2024-08-04
0,10.023545201767856,2024-08-05
0,9.822223064986963,2024-08-06
0,7.219226934888588,2024-08-07
